area,quartos,banheiros,vagas,valor_total
190,2,2,0,2617
75,2,1,1,1447
70,2,1,0,1227
58,2,1,1,1418
68,2,1,1,2063
60,2,1,1,1916
49,2,1,0,1788
47,2,1,1,1968
60,2,1,0,1748
60,2,1,1,1932
50,2,1,1,1850
70,2,1,2,2117
90,2,2,2,3917
64,2,1,1,1929
69,2,1,0,1868
50,2,1,1,1043
58,2,1,2,1761
76,2,2,2,2519
66,2,2,0,1818
72,2,1,2,1610
65,2,1,1,1780
69,2,1,1,1944
70,2,1,1,2340
48,2,1,0,1468
60,2,1,1,1465
75,2,1,2,1653
54,2,1,0,1719
70,2,1,1,2050
55,2,1,1,1837
78,2,2,2,1568
47,2,1,1,1859
89,2,1,0,1548
75,2,1,2,1678
80,2,2,1,2275
62,2,2,0,2155
50,2,1,1,1043
81,2,2,1,2276
69,2,2,1,2246
75,2,2,1,1686
121,2,1,2,1593
50,2,1,1,1043
72,2,1,1,1978
55,2,1,1,1845
105,2,1,1,2395
40,2,1,0,1999
48,2,1,1,1740
43,2,1,1,2160
73,2,1,1,1470
47,2,1,1,1607
63,2,1,0,1722
50,2,1,1,1912
61,2,1,0,1710
62,2,1,1,2133
54,2,1,1,1552
75,2,1,0,2052
60,2,1,1,1778
49,2,1,1,1801
70,2,2,0,2190
80,2,1,0,1008
73,2,1,1,1909
67,2,1,1,2012
42,2,1,0,1678
54,2,1,1,2018
70,2,1,0,1603
75,2,1,1,1602
45,2,1,1,1537
55,2,1,1,2092
50,2,1,0,1258
48,2,1,0,1468
55,2,1,0,1748
60,2,2,1,2197
59,2,1,1,2105
80,2,1,0,2187
50,2,2,1,1743
76,2,2,1,1873
69,2,1,1,2249
60,2,1,1,1914
55,2,1,0,1713
50,2,1,0,1068
55,2,2,1,1707
62,2,1,1,1393
80,2,2,1,2654
60,2,1,1,1911
60,2,1,0,1664
75,2,2,0,2039
50,2,1,0,1302
78,2,2,1,2429
72,2,1,0,1439
71,2,2,1,2259
70,2,1,1,1759
60,2,1,0,1257
62,2,1,1,1854
50,2,1,0,1924
60,2,1,0,1241
80,2,1,0,2035
59,2,2,0,2041
60,2,1,0,1219
112,2,3,2,1953
70,2,2,1,2139
60,2,2,1,2284
46,2,1,1,1742
60,2,1,1,1744
60,2,1,1,2021
87,2,1,0,1683
58,2,2,2,1823
59,2,2,0,2041
30,2,2,1,1594
70,2,1,0,3668
98,2,2,1,1838
65,2,2,1,1755
72,2,1,1,1948
50,2,1,0,1219
45,2,1,1,2047
62,2,2,0,1269
88,2,1,0,1616
49,2,2,1,2079
55,2,1,1,2110
58,2,1,0,1319
57,2,1,2,2183
45,2,1,1,1989
46,2,1,0,1771
83,2,1,0,1580
60,2,1,1,1219
80,2,2,1,2406
52,2,1,1,1469
59,2,2,1,1795
52,2,1,1,1713
58,2,2,2,2309
60,2,1,1,2447
90,2,1,0,1260
54,2,1,1,1954
80,2,1,0,1286
55,2,1,1,1341
120,2,1,2,2161
60,2,1,0,1219
102,2,1,0,1777
55,2,1,1,1818
48,2,1,1,1601
46,2,1,0,1771
65,2,1,0,2896
80,2,1,0,1219
65,2,1,1,2228
45,2,1,1,1759
55,2,1,1,1879
50,2,1,1,1889
66,2,1,0,1811
50,2,1,0,1819
80,2,1,0,1449
65,2,1,0,1253
67,2,2,1,1727
50,2,1,1,2029
50,2,2,1,1959
65,2,2,1,2141
62,2,1,0,1389
115,2,2,1,1887
50,2,1,1,2019
65,2,1,1,1799
110,2,2,1,2545
50,2,1,0,1840
120,2,2,1,2890
50,2,1,1,1849
39,2,1,0,1612
73,2,1,1,2032
39,2,1,0,1632
100,2,1,3,1369
64,2,2,1,1952
63,2,2,0,2312
57,2,1,1,2157
60,2,1,1,2235
105,2,2,1,3464
60,2,1,1,1500
50,2,1,1,2077
38,2,1,0,1610
62,2,1,2,2219
70,2,1,1,1345
62,2,2,1,2147
78,2,1,0,1521
74,2,1,0,1344
65,2,2,1,1896
80,2,1,0,2695
80,2,1,0,1899
91,2,1,0,1755
92,2,1,1,2053
55,2,1,0,1890
35,2,1,0,1370
70,2,2,2,1864
80,2,2,0,1891
64,2,1,1,2021
80,2,2,1,1956
70,2,1,0,1390
100,2,1,0,1283
60,2,1,1,2120
56,2,1,0,2022
65,2,2,3,1946
57,2,1,0,1650
72,2,2,0,2410
70,2,2,0,2526
58,2,1,1,1946
45,2,1,1,1872
72,2,2,0,2410
47,2,1,1,1925
80,2,1,1,1390
65,2,1,1,1550
55,2,1,1,1714
57,2,2,1,1785
58,2,1,1,1990
55,2,1,1,2305
65,2,2,0,2230
58,2,1,1,1627
47,2,1,1,2187
75,2,2,0,1856
50,2,1,1,1943
50,2,1,1,1988
64,2,2,0,1972
83,2,3,1,2662
65,2,2,1,2450
57,2,2,2,2554
70,2,1,2,1390
120,2,1,1,1370
70,2,1,0,1370
65,2,1,0,1354
62,2,1,0,1288
78,2,1,0,1820
50,2,1,1,1810
80,2,2,1,2229
150,2,1,0,2150
53,2,2,1,2049
84,2,2,0,2267
70,2,1,1,1798
55,2,1,1,2103
70,2,1,1,2245
67,2,1,0,2167
70,2,1,1,1580
55,2,1,1,2359
68,2,2,2,2920
150,2,1,0,2150
65,2,2,0,2300
55,2,1,1,1650
36,2,1,1,1815
70,2,1,0,1320
45,2,1,0,1920
86,2,2,2,2221
103,2,1,0,1400
49,2,2,1,2170
80,2,1,0,1359
110,2,1,0,2250
47,2,1,0,2098
65,2,2,0,1325
60,2,1,1,2270
50,2,1,1,1805
57,2,1,0,2004
49,2,1,1,1870
56,2,1,1,2470
56,2,1,1,1940
50,2,2,1,2190
62,2,1,0,1370
70,2,1,1,2083
95,2,2,0,2273
58,2,1,1,1695
56,2,2,1,2203
88,2,3,2,1880
59,2,1,1,2010
70,2,2,1,1915
90,2,1,1,1920
75,2,1,1,2152
82,2,1,1,2360
80,2,1,1,1920
70,2,1,0,1919
48,2,1,1,1952
70,2,1,1,2280
40,2,1,0,1780
68,2,1,0,2330
85,2,1,1,2355
46,2,1,0,1891
62,2,1,1,2343
103,2,2,1,2372
50,2,1,1,2021
54,2,1,1,2111
130,2,1,1,1360
64,2,1,0,2221
75,2,3,1,2743
67,2,1,1,2540
78,2,1,0,2565
56,2,2,2,2173
65,2,2,0,1983
75,2,2,1,1921
72,2,2,1,1337
68,2,1,1,2288
57,2,2,2,2674
55,2,1,1,2286
60,2,2,1,2311
45,2,1,1,1955
86,2,1,0,1538
70,2,1,0,1371
78,2,1,0,1713
69,2,1,0,2721
66,2,1,0,2027
54,2,1,1,2181
62,2,1,1,1937
83,2,2,1,1938
63,2,2,1,2047
75,2,1,2,3006
65,2,1,1,2329
59,2,1,1,2014
54,2,1,1,1990
70,2,1,0,2591
48,2,1,1,2122
74,2,2,0,2281
62,2,1,1,1871
45,2,1,1,1980
83,2,2,1,1938
50,2,1,1,2054
45,2,1,1,1970
60,2,1,0,2071
45,2,1,0,1801
81,2,1,0,2511
60,2,1,1,2021
63,2,1,0,1674
50,2,1,1,2141
69,2,1,1,2176
55,2,1,1,1707
48,2,1,1,2001
49,2,1,1,1901
63,2,1,0,1674
70,2,2,0,1820
69,2,1,1,2221
54,2,1,1,2381
82,2,2,0,2276
76,2,2,1,2479
96,2,1,2,2629
100,2,2,1,2481
80,2,1,1,2240
47,2,1,0,1621
90,2,1,0,1422
96,2,2,2,3221
45,2,1,1,1999
48,2,1,1,1861
85,2,1,1,2021
70,2,1,0,1780
65,2,1,1,1578
66,2,1,1,2978
50,2,1,1,2070
78,2,1,0,1713
79,2,2,1,2323
50,2,1,1,2054
60,2,1,1,1914
62,2,1,1,2271
60,2,1,0,2380
95,2,2,1,2446
64,2,2,2,2022
60,2,2,1,2042
181,2,1,2,1554
70,2,2,1,2244
65,2,1,1,2414
110,2,2,1,3018
75,2,2,1,1864
49,2,1,1,1398
100,2,3,0,1852
80,2,1,0,1513
80,2,1,1,2272
70,2,1,2,1944
70,2,1,0,1942
52,2,1,0,1957
71,2,1,0,1522
65,2,1,1,2222
48,2,1,1,2287
52,2,2,1,2118
54,2,1,0,2428
50,2,1,1,1582
68,2,2,2,2056
63,2,2,1,2522
65,2,2,0,1956
55,2,1,0,1734
258,2,2,1,1489
78,2,2,0,2139
101,2,2,1,2304
49,2,1,1,2385
65,2,1,0,2160
48,2,1,1,2212
55,2,1,0,1954
93,2,1,0,2167
67,2,2,1,2093
70,2,2,2,2887
65,2,1,1,2496
104,2,2,1,2424
45,2,1,1,2290
80,2,1,0,2052
62,2,2,1,2474
90,2,1,0,1412
90,2,1,1,1506
62,2,1,0,2525
140,2,2,2,2026
110,2,2,1,2297
65,2,2,0,1956
48,2,1,1,2192
76,2,1,0,2286
48,2,1,1,2183
69,2,2,1,2202
80,2,1,0,1522
80,2,2,0,2472
69,2,2,0,1896
68,2,1,1,2428
60,2,2,1,1897
65,2,2,1,2265
100,2,2,1,1552
50,2,1,1,1562
100,2,1,0,2481
85,2,1,1,1472
62,2,2,2,2582
84,2,1,0,2227
200,2,1,1,1682
100,2,1,1,1472
78,2,2,1,2351
70,2,1,2,1507
50,2,1,1,1622
100,2,1,0,2084
75,2,1,1,2450
100,2,3,0,1852
50,2,1,0,2344
78,2,1,0,1814
72,2,1,1,2397
85,2,1,1,2272
74,2,1,1,2372
70,2,1,2,1944
110,2,2,1,1745
79,2,2,1,2584
55,2,1,1,2283
270,2,2,3,1452
100,2,2,0,1907
70,2,2,1,1466
102,2,1,0,1939
84,2,1,0,2227
55,2,2,1,2402
114,2,2,1,3972
55,2,1,1,2165
95,2,1,0,2667
52,2,1,1,2207
50,2,1,1,1506
90,2,1,0,1522
55,2,1,1,1897
63,2,1,1,1926
80,2,1,0,1587
100,2,1,1,2089
70,2,2,1,2404
80,2,2,1,1707
80,2,1,1,1578
45,2,1,0,1373
120,2,1,0,1613
50,2,1,1,1823
36,2,1,0,2403
67,2,1,0,1926
110,2,1,1,1686
43,2,2,0,1843
65,2,1,0,1607
65,2,2,2,2068
60,2,1,0,2083
80,2,2,1,1564
30,2,1,0,1528
90,2,2,0,2480
65,2,2,1,2330
70,2,1,1,2460
70,2,1,1,2328
62,2,2,0,2079
80,2,1,0,2200
57,2,1,1,2223
54,2,1,1,2552
70,2,1,1,2723
56,2,1,0,2114
65,2,2,1,2478
66,2,1,1,2333
53,2,1,1,2416
96,2,1,1,2546
50,2,1,1,1663
72,2,2,1,1813
71,2,1,0,2587
70,2,1,1,2303
75,2,1,1,2785
85,2,1,0,2082
56,2,1,1,2222
44,2,1,1,2167
69,2,2,1,2278
70,2,1,0,2303
55,2,2,1,2178
49,2,1,1,2223
48,2,1,1,2350
70,2,1,1,2424
250,2,1,0,1532
53,2,1,0,1817
74,2,1,1,2526
58,2,1,0,2200
98,2,1,1,2481
110,2,1,1,2528
67,2,1,1,1823
60,2,1,1,2643
62,2,1,1,2398
65,2,2,2,2068
58,2,2,2,2127
52,2,1,1,2213
67,2,1,1,2489
75,2,1,0,1848
58,2,2,1,2123
92,2,1,0,2748
99,2,1,1,2623
58,2,1,1,2668
62,2,2,1,2396
55,2,1,1,2665
70,2,2,2,2582
65,2,2,1,2586
70,2,1,0,1915
80,2,1,0,1523
45,2,1,1,2176
80,2,1,0,2032
67,2,1,1,2150
70,2,2,1,2304
90,2,1,2,1728
90,2,2,0,2378
60,2,1,1,2623
70,2,1,1,1423
100,2,3,1,1640
70,2,2,1,2719
125,2,1,1,1587
61,2,1,1,2333
64,2,2,2,2108
53,2,1,0,2409
100,2,3,1,3156
100,2,2,1,1370
55,2,1,1,1358
80,2,1,1,2945
62,2,1,1,2183
100,2,2,1,2233
72,2,1,0,2298
88,2,2,2,1948
80,2,2,1,2409
80,2,1,0,2775
63,2,2,1,2516
92,2,1,1,2997
70,2,2,2,2218
85,2,2,1,2665
57,2,2,1,2424
62,2,2,1,2113
80,2,1,2,1593
60,2,1,0,2361
50,2,1,1,2547
80,2,1,0,1725
110,2,3,3,3514
45,2,2,0,1324
51,2,1,2,2387
64,2,1,1,2690
75,2,2,2,2296
260,2,2,1,2014
82,2,1,1,2697
62,2,2,2,2173
60,2,2,1,2484
63,2,2,1,2667
170,2,3,1,1374
56,2,2,1,1958
68,2,2,1,2843
55,2,2,1,2254
63,2,2,1,2667
48,2,1,1,2297
125,2,2,1,1649
98,2,2,0,2169
101,2,1,2,2674
70,2,2,0,2824
66,2,2,0,1874
120,2,3,1,2174
49,2,1,1,2427
75,2,2,1,2592
80,2,2,2,2640
68,2,2,0,2797
71,2,2,1,2257
160,2,3,1,3633
70,2,1,0,1574
111,2,2,0,2586
80,2,2,1,2840
83,2,1,1,3036
75,2,1,1,2520
80,2,1,0,1634
60,2,2,2,2889
75,2,2,1,2592
102,2,1,0,2134
46,2,1,1,2804
75,2,1,0,1804
65,2,2,1,2425
50,2,1,1,2441
55,2,2,1,2254
64,2,1,1,2517
71,2,1,0,1938
72,2,1,1,2686
75,2,1,0,2597
60,2,1,0,2039
72,2,1,0,2750
71,2,2,0,2475
90,2,1,1,2385
92,2,2,1,2242
90,2,1,1,1545
450,2,2,5,1608
140,2,2,1,2775
70,2,1,1,2947
60,2,1,1,1521
80,2,1,1,1945
148,2,1,2,2940
60,2,1,0,1650
45,2,2,0,1759
45,2,1,1,2279
86,2,2,1,2708
140,2,1,0,1842
60,2,1,0,1636
82,2,2,1,2242
69,2,2,2,2988
45,2,2,0,1759
90,2,2,2,3417
80,2,2,2,3433
100,2,1,2,1675
53,2,2,1,2422
60,2,2,2,2707
120,2,1,1,1792
75,2,1,0,3080
120,2,2,1,2709
68,2,1,0,2263
60,2,1,0,2676
50,2,1,1,2375
68,2,2,2,2135
50,2,2,1,2305
62,2,2,2,2607
45,2,2,0,1759
65,2,2,0,2335
120,2,3,2,3380
86,2,2,2,2864
65,2,1,1,3138
65,2,1,1,3479
43,2,1,1,2205
74,2,1,0,3268
60,2,1,2,1425
60,2,3,0,2903
60,2,2,2,2707
74,2,1,0,3285
75,2,2,1,2225
98,2,1,0,1583
33,2,1,0,2225
67,2,2,1,2025
55,2,1,0,1675
61,2,1,1,1985
58,2,1,1,3102
50,2,1,1,2387
57,2,2,2,2877
68,2,1,0,1689
150,2,3,1,1675
50,2,1,0,2330
67,2,2,1,2025
53,2,1,1,2351
69,2,2,0,1799
64,2,1,0,2118
79,2,2,1,2701
43,2,1,1,2351
54,2,1,1,2606
56,2,2,1,2526
126,2,1,0,2040
80,2,1,0,2402
49,2,1,1,2476
60,2,1,0,1956
151,2,2,1,3188
70,2,1,1,2626
70,2,1,0,2802
78,2,1,1,1808
125,2,1,1,2789
49,2,1,1,2791
55,2,1,1,2731
78,2,1,1,2706
75,2,2,1,2986
80,2,2,1,3129
54,2,1,0,2562
65,2,1,3,3043
85,2,2,0,1726
56,2,2,1,2526
102,2,1,0,2673
80,2,2,2,1953
77,2,1,0,2673
49,2,1,1,2379
65,2,1,1,2276
60,2,1,0,2583
60,2,1,0,1971
100,2,2,1,2026
90,2,1,2,3126
70,2,1,0,1751
54,2,1,1,2827
60,2,1,0,2709
43,2,1,1,2491
87,2,2,1,3021
135,2,1,0,2031
105,2,1,1,2562
70,2,1,0,2168
70,2,2,1,2691
33,2,1,0,2286
95,2,3,2,3485
64,2,1,0,1804
70,2,3,1,3226
90,2,1,0,2271
61,2,2,1,3041
63,2,2,2,2833
70,2,1,0,1981
100,2,2,0,1926
82,2,2,1,3055
48,2,1,1,2585
82,2,2,1,2948
60,2,1,1,2956
90,2,2,0,1764
64,2,1,1,2734
70,2,2,1,2691
100,2,2,0,2989
62,2,2,0,2626
58,2,2,2,3078
56,2,2,1,2526
80,2,2,0,3125
119,2,1,1,1810
70,2,3,1,3226
55,2,2,2,2949
79,2,1,0,2294
100,2,2,1,3530
77,2,2,0,2764
70,2,1,0,1776
43,2,1,0,2675
55,2,2,0,2986
55,2,2,1,2515
65,2,2,2,2743
80,2,2,1,2920
75,2,2,2,2904
68,2,2,1,2791
66,2,1,1,2606
90,2,1,0,2306
114,2,2,1,3431
62,2,2,1,2252
90,2,2,2,2311
101,2,2,2,2807
57,2,2,1,2327
110,2,2,1,2579
68,2,2,1,2309
67,2,1,1,3876
68,2,2,1,3026
80,2,2,1,2427
68,2,1,1,2127
68,2,2,1,2309
70,2,1,0,2120
55,2,1,1,2819
72,2,2,1,3034
68,2,2,1,2309
90,2,2,0,1777
70,2,1,1,2340
58,2,2,1,2602
60,2,1,1,2293
73,2,1,1,2647
70,2,1,0,2127
95,2,1,1,2451
50,2,3,0,1851
79,2,2,1,3627
115,2,2,1,2183
58,2,2,1,2695
90,2,3,1,2701
70,2,1,0,2956
55,2,1,1,2791
75,2,2,0,3048
49,2,1,1,2508
60,2,1,0,1561
98,2,1,0,2396
64,2,2,2,2986
115,2,1,1,1911
60,2,2,2,3521
63,2,3,1,2981
70,2,1,2,2953
60,2,2,1,2827
53,2,2,1,2849
58,2,2,2,3018
50,2,3,0,1851
127,2,2,0,2889
66,2,1,1,4611
70,2,1,1,3006
80,2,2,2,3231
70,2,2,1,2425
130,2,1,0,2837
60,2,1,1,3358
56,2,1,1,2919
97,2,2,2,3670
60,2,2,1,2708
166,2,2,2,2681
500,2,5,5,1892
55,2,1,1,2612
90,2,2,1,1828
80,2,1,0,3060
80,2,2,1,2788
78,2,2,1,3168
68,2,1,1,2486
54,2,1,1,2508
130,2,3,3,1858
65,2,1,0,1995
79,2,1,0,2375
60,2,1,1,2298
130,2,2,5,2149
72,2,1,0,3005
59,2,2,1,2606
66,2,2,1,2922
83,2,2,2,2338
58,2,2,2,2728
140,2,1,0,3128
70,2,2,2,2695
115,2,1,0,3795
100,2,3,2,4237
71,2,1,1,2968
500,2,5,5,1892
65,2,2,1,1998
50,2,1,2,2961
90,2,1,0,2108
51,2,1,1,2788
138,2,3,2,4896
70,2,1,0,2510
51,2,1,1,2787
70,2,2,2,2978
92,2,2,1,2445
105,2,1,0,1953
80,2,1,1,2499
80,2,2,1,2928
52,2,2,1,2320
80,2,3,1,1908
90,2,3,0,2858
73,2,2,1,2843
108,2,1,0,2650
80,2,1,0,2149
80,2,2,2,2101
90,2,3,2,3378
60,2,1,0,1900
70,2,2,0,3243
65,2,2,0,2739
70,2,1,1,2826
92,2,2,1,2848
66,2,1,1,3002
62,2,1,1,2830
93,2,1,1,2644
130,2,1,1,2408
90,2,2,1,2312
100,2,1,0,2103
85,2,1,0,2838
70,2,2,0,1909
67,2,1,1,3576
70,2,1,1,2829
67,2,2,1,3464
100,2,2,1,1899
70,2,2,0,3069
64,2,2,0,2998
150,2,1,0,2594
130,2,1,0,2221
87,2,2,1,2696
75,2,2,0,2958
70,2,2,0,3429
70,2,2,0,2661
60,2,2,1,3052
129,2,3,1,2915
80,2,1,1,2496
63,2,2,1,2028
73,2,3,1,2465
80,2,2,1,2946
66,2,2,1,2911
60,2,1,1,2878
64,2,2,1,2854
90,2,2,1,3592
98,2,1,0,3062
68,2,1,1,2838
43,2,7,2,2556
55,2,1,0,2679
85,2,1,1,3112
55,2,1,0,3161
52,2,1,1,3509
70,2,1,1,3072
100,2,2,1,2000
50,2,1,0,2870
57,2,2,1,2806
60,2,1,0,2600
85,2,1,1,2927
55,2,1,0,2962
53,2,2,1,2830
180,2,2,1,2226
60,2,2,2,2212
260,2,2,1,2225
57,2,2,1,2964
88,2,4,2,3549
50,2,1,1,2658
57,2,1,1,2943
62,2,2,1,2380
60,2,2,0,4175
61,2,2,1,3001
126,2,2,2,3593
70,2,2,1,3146
90,2,2,1,2105
72,2,1,1,3180
76,2,1,0,2820
63,2,2,1,2566
72,2,2,1,2439
64,2,1,0,2737
260,2,2,1,2225
58,2,2,1,2980
25,2,1,0,2334
70,2,1,0,3097
75,2,2,1,2517
65,2,1,1,3036
68,2,2,2,4930
68,2,1,0,3500
80,2,2,1,2530
45,2,1,1,2901
110,2,3,2,4249
65,2,2,1,3036
105,2,1,2,3415
400,2,2,1,3036
72,2,2,1,3102
77,2,2,2,2480
75,2,2,1,3235
55,2,1,0,3075
53,2,2,1,4760
50,2,1,0,2950
117,2,1,1,2584
50,2,1,1,3563
66,2,1,1,3607
92,2,2,1,5386
49,2,2,1,3118
52,2,1,1,2959
55,2,1,0,2106
58,2,3,2,2081
54,2,2,2,3225
62,2,1,0,3350
58,2,1,2,2676
49,2,2,1,2918
830,2,2,2,2191
76,2,1,1,2076
84,2,2,1,2140
58,2,1,0,3409
75,2,3,2,3001
88,2,2,1,3481
75,2,2,1,3212
82,2,2,1,4665
58,2,1,1,3031
68,2,2,1,3156
75,2,1,1,3807
110,2,1,0,2483
75,2,2,0,3172
72,2,2,2,2687
75,2,2,1,2782
95,2,1,0,2186
80,2,1,1,3740
65,2,2,1,2071
70,2,1,1,3169
58,2,1,1,2891
69,2,2,1,2586
86,2,1,0,3636
60,2,1,0,3845
80,2,1,2,2049
70,2,1,0,2266
72,2,2,2,3471
110,2,2,2,2326
78,2,1,1,2942
66,2,2,2,3228
106,2,1,2,2242
75,2,1,3,3482
108,2,3,2,2832
120,2,1,1,2307
62,2,2,1,3200
35,2,1,1,2257
91,2,3,1,3456
70,2,1,1,2192
64,2,2,1,3227
50,2,1,0,3308
55,2,2,1,3401
98,2,2,0,3192
60,2,1,0,3572
92,2,2,1,4270
51,2,1,1,2999
86,2,1,1,3527
51,2,1,1,3010
70,2,1,0,2639
93,2,2,1,3792
63,2,2,2,2752
72,2,3,0,3478
70,2,2,1,3036
74,2,1,0,2534
60,2,2,1,3408
63,2,2,1,2782
72,2,2,1,3630
93,2,2,1,3016
64,2,1,1,3399
80,2,2,1,4007
308,2,3,3,2204
90,2,2,0,3447
57,2,2,1,3073
121,2,3,1,3588
76,2,2,1,2933
65,2,1,1,3270
70,2,3,1,3348
107,2,2,1,3033
64,2,2,2,2783
56,2,1,1,2983
75,2,2,2,2884
70,2,2,1,2725
77,2,1,1,4033
65,2,1,1,3992
85,2,2,2,3901
87,2,1,1,4092
72,2,2,0,3733
60,2,1,0,3237
98,2,3,2,2850
75,2,2,1,3362
230,2,2,3,6128
76,2,2,1,2553
80,2,2,1,3742
68,2,2,1,3579
500,2,2,1,2302
85,2,2,0,3433
87,2,1,0,2758
57,2,2,1,3203
67,2,1,1,3553
72,2,1,0,3193
62,2,2,1,3497
60,2,2,0,3176
171,2,2,1,3433
165,2,2,0,2544
70,2,2,1,3863
80,2,1,1,3449
61,2,1,2,2584
117,2,1,0,2224
56,2,2,0,3227
56,2,1,1,3178
60,2,2,1,5252
70,2,1,1,3593
126,2,1,0,3183
75,2,2,2,3418
80,2,2,2,2457
86,2,1,1,2344
144,2,4,6,2455
68,2,2,1,3924
76,2,2,2,3664
72,2,1,1,4032
78,2,2,1,3139
60,2,1,3,2422
113,2,2,2,2995
53,2,1,1,3562
50,2,1,1,3474
97,2,3,2,3561
90,2,2,1,2234
64,2,2,2,2794
120,2,3,1,4123
80,2,1,0,2234
70,2,1,1,3364
166,2,1,5,2434
90,2,2,1,4484
117,2,1,1,3466
70,2,1,0,2458
60,2,1,0,3774
58,2,1,1,3208
60,2,1,1,3493
100,2,1,0,2533
50,2,2,1,3441
80,2,2,2,3148
92,2,2,0,4535
75,2,2,1,3870
70,2,2,2,3672
110,2,2,0,3389
69,2,3,2,3507
94,2,2,2,3745
78,2,2,2,3185
110,2,2,1,3406
90,2,2,2,3889
100,2,3,0,3870
130,2,4,4,4446
100,2,2,0,3000
44,2,1,0,3152
60,2,2,1,3535
100,2,2,1,3733
110,2,2,1,5095
80,2,2,0,3666
78,2,2,1,3345
200,2,2,1,2427
180,2,2,0,2795
60,2,2,0,3489
85,2,2,2,4628
64,2,2,2,3316
70,2,1,1,2826
88,2,1,1,3806
76,2,2,0,3482
72,2,2,2,2924
75,2,2,1,4881
100,2,2,2,3975
76,2,2,2,4015
64,2,2,1,3586
76,2,1,1,4318
81,2,1,1,3773
55,2,1,1,3401
100,2,2,2,5036
80,2,1,1,4995
130,2,1,2,2145
73,2,2,1,3030
71,2,2,1,3800
63,2,2,1,3438
84,2,2,1,3961
65,2,2,1,3695
65,2,2,1,3806
82,2,2,0,3651
54,2,2,1,3989
88,2,3,2,4535
79,2,2,1,3518
50,2,2,1,3463
54,2,2,1,3982
76,2,2,2,3736
54,2,2,1,3980
52,2,1,1,3376
122,2,1,2,2463
73,2,1,0,4641
61,2,2,2,3024
68,2,2,1,3764
69,2,2,2,3365
120,2,1,4,2496
60,2,1,0,3740
90,2,2,1,3121
60,2,1,1,3334
106,2,2,1,4083
85,2,2,0,3330
74,2,1,0,3476
51,2,1,1,3478
75,2,2,0,3077
120,2,2,1,2997
143,2,1,2,3621
80,2,1,1,3597
56,2,1,1,4388
73,2,1,1,3137
95,2,2,1,2617
68,2,1,1,3958
70,2,2,1,4166
70,2,2,1,2504
74,2,2,2,3137
83,2,2,1,3338
46,2,1,0,3454
80,2,1,1,3958
71,2,1,1,4034
200,2,1,1,2687
60,2,2,2,3597
90,2,2,1,3017
67,2,1,1,3233
90,2,1,0,2607
50,2,1,1,3676
80,2,1,0,3729
100,2,1,1,4266
75,2,1,1,2487
56,2,2,1,4094
75,2,2,1,3925
84,2,2,1,3768
123,2,2,2,5453
140,2,2,2,3634
90,2,2,1,2812
98,2,2,0,4093
63,2,2,0,3147
96,2,2,1,4042
67,2,2,2,3688
100,2,2,0,2812
129,2,3,2,3848
60,2,1,0,3830
170,2,2,1,3942
76,2,2,0,2377
64,2,1,1,3920
58,2,2,2,3058
90,2,1,1,2757
70,2,1,0,3938
100,2,3,2,3088
80,2,3,2,4168
90,2,2,1,4032
100,2,2,0,2758
80,2,2,2,2503
66,2,2,1,3768
58,2,2,2,3038
70,2,2,2,6429
80,2,1,0,3002
110,2,2,1,3861
90,2,1,1,4089
113,2,1,1,4089
77,2,2,1,4419
113,2,2,1,4089
113,2,1,1,4089
72,2,2,2,4149
113,2,2,1,4089
77,2,2,1,4019
77,2,2,2,3789
70,2,1,1,3806
80,2,2,1,3566
90,2,2,1,4089
80,2,2,1,4156
100,2,4,2,4254
113,2,2,1,4089
95,2,1,1,4006
62,2,1,0,4248
65,2,1,0,4151
53,2,2,1,3707
70,2,1,1,7439
90,2,3,1,4464
113,2,2,1,4089
60,2,1,0,3396
92,2,2,0,3934
59,2,1,1,3039
80,2,1,0,3539
115,2,2,2,4014
62,2,2,2,3853
113,2,1,1,4089
90,2,1,1,4089
80,2,2,1,2644
60,2,2,1,3848
72,2,2,1,3598
90,2,1,1,4089
130,2,2,2,5073
80,2,2,2,4848
90,2,1,1,4089
100,2,2,0,4855
55,2,1,1,3977
86,2,1,1,4130
71,2,2,2,3753
90,2,1,1,4089
71,2,2,2,3673
113,2,1,1,4089
90,2,2,1,4089
140,2,2,1,5111
77,2,1,1,4752
100,2,2,4,2686
82,2,2,1,3941
121,2,2,1,5232
98,2,2,0,4082
71,2,2,1,3920
100,2,2,0,2240
79,2,3,1,6140
82,2,1,2,5493
107,2,2,0,3989
126,2,2,1,4253
80,2,3,1,3982
80,2,2,1,3057
70,2,2,1,4077
104,2,2,2,4104
187,2,3,3,5032
76,2,2,2,3965
80,2,2,1,4281
70,2,2,1,3335
70,2,1,1,3876
74,2,2,0,3340
127,2,2,3,2773
85,2,1,0,3888
105,2,1,2,4460
98,2,1,1,4277
150,2,2,2,2680
63,2,2,1,3648
60,2,2,2,5895
75,2,2,1,4066
74,2,3,2,3731
62,2,2,2,4501
75,2,2,2,3283
120,2,2,2,2957
159,2,3,1,4596
62,2,2,1,4103
83,2,3,2,5531
77,2,2,1,4085
110,2,2,2,3041
130,2,2,2,2864
190,2,3,0,2555
50,2,1,1,3208
93,2,2,0,4853
74,2,3,2,3731
80,2,2,1,4221
65,2,2,2,4125
100,2,1,1,2839
105,2,3,2,5476
70,2,1,0,3741
82,2,2,2,3213
